"","ICD9CM.1","Age","pm2p5","pm2p5_5","pm2p5_10","n"
"443"," 5305",37,12.9375,11.78575,10.8699,1
"444"," 5307",63.5,18.790625,16.356875,12.783,2
"445"," 5308",0,12.0775,11.46755,8.8410375,1
"446"," 53081",30.8611111111111,16.7087229166667,16.0253989583333,16.0238747222222,72
"447"," 53390",19,10.65,16.4182375,15.378825,4
"448"," 53500",27.125,14.2210369791667,15.3064161458333,14.35456375,24
"449"," 53530",27.3333333333333,12.2739166666667,13.3882125,14.5996433333333,6
"450"," 5355",39.5,7.8275,10.370425,11.4028875,2
"451"," 53550",20.2127659574468,15.4587087765957,15.0746515425532,14.6224151861702,141
"452"," 53641",13,3.9225,7.62,23.556875,1
"453"," 5368",47.6363636363636,17.1696022727273,19.1150204545455,18.9092852272727,11
"454"," 5379",21,16.825,11.401525,13.4275175,1
"455"," 5400",80,29.5625,31.1335,21.77175,1
"456"," 5409",48,8.41891666666667,11.878875,12.0288416666667,3
"457"," 541",19,23.9833333333333,17.1982041666667,14.9649958333333,6
"458"," 55010",12.5,12.166875,17.151625,15.9848125,2
"459"," 55011",75,13.64875,29.00175,20.98975,1
"460"," 5509",62,9.955,21.776,17.4713875,1
"461"," 55090",23.6666666666667,20.4054166666667,9.15535916666667,8.57093375,3
"462"," 55091",19,3.767,8.335175,8.8096875,1
"463"," 55092",47,9.828,10.3556416666667,10.2727708333333,3
"464"," 5521",54,1.5875,9.2727,11.38405,1
"465"," 5530",32,13.04125,13.6844,12.0391575,1
"466"," 55321",68,15.1375,12.79565,12.2742825,1
"467"," 55329",38,8.825,9.5525,10.834375,1
"468"," 5550",35.5,17.338125,22.4834125,25.44785,2
"469"," 5552",56.5,17.313125,16.170125,13.83608125,2
"470"," 5569",30.3333333333333,14.3379166666667,14.3269166666667,10.3300845833333,3
"471"," 558",10,12.79625,9.5675,11.893125,1
"472"," 5589",24.7704117236567,14.6060150209351,14.3970321423587,14.5857994548151,1433
"473"," 56039",48.8333333333333,15.4792361111111,16.8573838888889,19.3155211111111,18
"474"," 56081",59,9.83375,11.376525,12.2057675,1
"475"," 56211",51.4444444444444,14.2493611111111,14.2146913888889,13.4631734722222,9
"476"," 56400",30.0721649484536,13.8189163659794,14.7941287628866,14.699467435567,97
"477"," 5641",33.0625,13.53303125,15.36599140625,14.539820703125,16
"478"," 5642",44,16.3625,14.93775,11.5989375,1
"479"," 5650",33.6190476190476,9.54582738095238,11.991401547619,11.9299254761905,21
"480"," 566",29.1666666666667,19.3225770833333,20.74409875,18.5770858333333,12
"481"," 5672",7,22.4875,11.752915,12.8532075,1
"482"," 5693",48,18.83640625,15.74203203125,14.71083125,16
"483"," 56942",29.6666666666667,15.1478755952381,14.9803388095238,15.8372877380952,21
"484"," 56962",66,33.685,18.39275,14.75025,1
"485"," 570",24,43.9375,44.43,33.63575,1
"486"," 5712",49,11.7575,13.22975,14.842625,1
"487"," 5715",59.75,20.1634375,19.64703125,21.4009375,4
"488"," 5722",50,7.029625,9.13065,11.3754,3
"489"," 5733",73,4.632625,4.788775,5.7447125,1
"490"," 57400",33,4.8375,6.3352,10.460975,1
"491"," 57410",45,9.668625,10.056225,16.05338125,2
"492"," 57420",45.5263157894737,16.7669144736842,15.1623077631579,14.0578733552632,19
"493"," 5743",42,12.6275,11.99675,11.550525,1
"494"," 57450",56.75,14.219375,11.80588125,12.024395625,4
"495"," 5750",56,20.9341666666667,15.0338416666667,15.7125729166667,3
"496"," 57510",50,7.478,11.789505,10.2972835,5
"497"," 57512",51,17.8875,28.297975,34.1714875,1
"498"," 5768",48,19.4625,13.03501,9.11678,1
"499"," 5770",42.5,22.585625,26.7445,21.749128125,4
"500"," 5771",63,35.1125,17.05475,21.01125,1
"501"," 5780",26.5384615384615,16.2002509615385,20.0809136538462,19.0560154807692,13
"502"," 5781",32.8214285714286,18.5674821428571,16.634130625,15.9202357589286,28
"503"," 5789",55,11.1828194444444,13.7056627777778,12.8503513888889,9
"504"," 5798",0,7.571875,8.328125,14.780271875,2
"505"," 5849",62.6,27.35,18.29085,15.671531,5
"506"," 5856",51,6.868125,8.91065,6.7657875,1
"507"," 5859",93,6.59125,8.1409,8.8800875,1
"508"," 586",84,24.375,10.485575,11.0660775,1
"509"," 5889",14,9.82125,6.787765,8.1776325,1
"510"," 5900",64,15.53125,11.776325,13.2942875,1
"511"," 59010",46.75,18.3134375,17.347596875,14.3807390625,4
"512"," 59080",37.7407407407407,14.3281712962963,14.2648634259259,15.9486377314815,27
"513"," 591",37,4.0778,19.89906,16.5550425,1
"514"," 5920",45.2906976744186,14.769164244186,16.3286922383721,15.496722122093,86
"515"," 5921",46.1914893617021,18.0051675531915,16.3801007446809,15.3712049468085,47
"516"," 5929",53,5.215375,13.088075,12.4322,1
"517"," 5939",74,18.1625,19.76705,17.314575,1
"518"," 5941",41,17.6375,10.6947,10.62048125,2
"519"," 5942",51,6.36875,6.563925,7.7513125,1
"520"," 5952",74,12.535,14.21875,14.2025375,1
"521"," 5959",30.4444444444444,14.0193958333333,12.9211111111111,12.6732209722222,18
"522"," 59780",27.2,18.1269,17.88363,19.525925,5
"523"," 5990",34.3688888888889,15.4761097222222,16.5507007777778,16.4683680222222,225
"524"," 5992",71,13.605,45.067,34.6329875,1
"525"," 5997",51.0277777777778,17.5669133680556,16.5228426388889,16.4608539930556,72
"526"," 59970",11.5,2.8500625,6.4251375,8.69980625,2
"527"," 59971",27,15.27625,14.518125,14.0253125,1
"528"," 5998",4,4.158625,9.139475,26.6768625,1
"529"," 60000",70.3333333333333,15.62375,24.7241916666667,21.5396166666667,3
"530"," 60001",75.5,7.17875,25.969625,19.27004375,2
"531"," 6010",70.5,30.5984375,21.454375,20.86665625,4
"532"," 6019",60.3333333333333,29.04875,24.0644166666667,20.9970125,3
"533"," 6039",19.5,14.5375,12.044525,13.33073125,2
"534"," 60490",28.0869565217391,17.3096451086957,15.7930622826087,16.4020782065217,23
"535"," 607",4,6.795,9.8033,8.0591625,1
"536"," 6071",0,1.4025,4.36665,8.046825,1
"537"," 6072",28,7.34625,13.6918375,14.44341875,1
"538"," 60783",28,1.4025,4.36665,8.046825,1
"539"," 60789",22,10.4924375,21.8872375,29.18693125,2
"540"," 6079",21,19.15875,34.4785,26.139375,2
"541"," 6082",34,9.5025,8.9387,11.446225,1
"542"," 60820",25,14.62125,16.37225,15.49225,1
"543"," 60886",12.8333333333333,11.6608333333333,11.6384645833333,11.925655625,6
"544"," 6089",24.78,21.169315,17.3685313,18.3168433,50
"545"," 6110",40.3333333333333,16.1420416666667,12.6539805555556,12.3011338888889,9
"546"," 61171",32.5,14.35615625,11.9504859375,13.59264140625,8
"547"," 61172",13,6.28221875,11.99731875,11.807353125,2
"548"," 61179",21,4.0425,11.64658,9.3014275,1
"549"," 6149",29.6666666666667,13.8191666666667,12.9347333333333,13.3857958333333,3
"550"," 61610",20.8333333333333,20.9820833333333,14.5526875,13.3231083333333,6
"551"," 6162",45.5,11.115625,13.0741625,12.7887875,2
"552"," 6163",31,51.125,33.19325,22.2286125,1
"553"," 6164",43,21.7191666666667,18.977675,18.6645375,3
"554"," 61689",24,13.27625,16.4555,14.523875,1
"555"," 6179",30.5,10.01125,11.3956625,12.08011375,2
"556"," 6200",34.5,13.08625,10.2068875,10.805308125,2
"557"," 6201",31,9.58875,10.411825,12.58945,1
"558"," 6202",30.6666666666667,20.0007291666667,15.2573166666667,16.7949039583333,6
"559"," 6235",29.6666666666667,17.1487208333333,16.8821069444444,16.2387040277778,9
"560"," 6238",39.3235294117647,18.7824632352941,16.8196642647059,14.9422018382353,34
"561"," 6239",28,18.3125,18.75675,22.74575,1
"562"," 6250",21,8.8525,13.46995,9.804025,1
"563"," 6252",26.9285714285714,14.0135089285714,17.1811857142857,16.2247670535714,14
"564"," 6253",24.06,14.41181775,13.6644494,13.577645125,50
"565"," 6254",19,5.78375,10.234,15.641625,1
"566"," 6258",63,3.9225,7.62,23.556875,1
"567"," 6259",33.75,12.5340625,13.6969458333333,13.4466185416667,12
"568"," 6262",39.2,16.956,15.226675,16.7753766666667,15
"569"," 6263",29,7.15,5.8905,7.707625,1
"570"," 6264",31,8.776096875,13.305663125,11.3635565625,4
"571"," 6265",14,5.964375,14.965125,14.0849375,1
"572"," 6266",50,3.793375,6.70065,19.51245,1
"573"," 6267",22.875,20.826625,18.20429375,16.1979890625,8
"574"," 6268",43.25,15.0434375,20.142736875,20.7210090625,4
"575"," 6270",50,11.1675,19.007,17.00203,1
"576"," 6271",67.5,17.229375,14.4676625,16.67628125,2
"577"," 6272",47,2.53875,12.3295,14.2355,1
"578"," 6280",29,14.9875,14.81225,15.609875,1
"579"," 6299",53,28.3125,27.482,17.667625,1
"580"," 632",29.4166666666667,11.7112604166667,13.67478,13.0678004166667,12
"581"," 63390",26.5,19.3225,11.88185,13.6054875,2
"582"," 6349",29,42.6875,40.045,40.26375,1
"583"," 63490",30.3333333333333,7.281375,17.7726333333333,14.6245125,3
"584"," 63492",31,24.9875,10.24501,8.64953,1
"585"," 63590",35,7.945,9.619275,8.6868625,1
"586"," 63790",28,14.56875,13.20475,13.1464125,1
"587"," 63791",30.6666666666667,9.4321875,13.8833060416667,14.6272359375,12
"588"," 63792",31.875,20.528140625,16.2348840625,15.43645734375,8
"589"," 6400",24,6.59125,8.1409,8.8800875,1
"590"," 64003",29.8059701492537,15.1080718283582,15.1870539925373,14.8792642537313,67
"591"," 64093",30.9,22.6375875,19.971526375,17.3828328125,20
"592"," 64113",26,14.4,17.48235,17.057375,1
"593"," 64123",28,16.13125,17.662,16.69795,1
"594"," 64183",29,14.7786375,29.9707275,22.10935125,1
"595"," 6419",27.5,7.3188125,7.8307375,10.15073125,2
"596"," 64193",30.6,17.2975275,17.5508858333333,16.9502201666667,30
"597"," 64233",30,1.4025,4.36665,8.046825,1
"598"," 64303",31.25,25.25734375,28.4371625,22.8340109375,8
"599"," 64313",27,10.6851666666667,11.0726666666667,14.1468083333333,3
"600"," 64323",26,4.14,11.076125,13.4804375,1
"601"," 64393",30.6666666666667,7.70958333333333,11.8314416666667,13.2267725,3
"602"," 6441",34,31.15,16.10775,10.999125,1
"603"," 64613",31,5.5125,5.19855,6.003375,1
"604"," 64663",22,75.4375,42.2575,33.12975,1
"605"," 64683",34,13.24125,17.218,11.83563,1
"606"," 64763",24,7.42,17.60175,33.799625,1
"607"," 64803",25,8.18125,15.195,12.66125,1
"608"," 6484",25.5,30.31875,13.21904375,13.154146875,2
"609"," 64943",26,15.53125,11.776325,13.2942875,1
"610"," 64953",30.5277777777778,16.90740625,15.4457050694444,16.7103420138889,36
"611"," 6539",51,4.632625,4.788775,5.7447125,1
"612"," 6581",25,13.27625,16.4555,14.523875,1
"613"," 6599",55,1.5875,9.2727,11.38405,1
"614"," 66624",35,19.9125,18.00275,16.3484,1
"615"," 66884",38,51.125,33.19325,22.2286125,1
"616"," 67414",44,19.3125,12.59225,9.71895,1
"617"," 6743",36,1.5875,9.2727,11.38405,1
"618"," 67434",24,40.125,46.7925,37.13725,1
"619"," 6752",25,23.3375,14.6865,12.5661125,1
"620"," 6761",20,8.18125,15.195,12.66125,1
"621"," 6800",59,15.8725,13.866575,12.806325,1
"622"," 6803",51,19.07625,16.4075,12.7953125,1
"623"," 68100",36.5454545454545,15.9103901515152,16.0478926515152,15.539884469697,33
"624"," 68102",34.9166666666667,13.8016197916667,14.8724696875,15.2127239583333,24
"625"," 68110",28.8,13.703,11.7582245,10.50409725,10
"626"," 68111",39.8571428571429,12.7688125,14.5696557142857,15.4198748214286,14
"627"," 6820",34.0416666666667,15.7967291666667,15.4333122916667,16.43736578125,24
"628"," 6821",61.5,9.051875,11.8928875,11.493475,2
"629"," 6822",40.6428571428571,22.1068325892857,18.8862927678571,20.1806678125,28
"630"," 6823",36.7727272727273,16.7708607954545,15.7186494318182,15.5842731818182,44
"631"," 6824",36.8125,11.18168046875,14.0716890625,15.753723125,16
"632"," 6825",39.25,10.7247104166667,12.4670220833333,14.1655508333333,12
"633"," 6826",42.0151515151515,16.0303693181818,15.6073307575758,16.0744581628788,66
"634"," 6827",35.3428571428571,11.7334928571429,12.7618578571429,13.6769568214286,35
"635"," 6828",31.6666666666667,27.8808333333333,24.9097666666667,21.6742266666667,3
"636"," 6829",39.75,9.974375,17.8313125,14.9128946875,4
"637"," 684",11.5,9.565,8.8182875,10.17370625,2
"638"," 6850",21,13.2610357142857,17.7270758928571,18.7860946428571,14
"639"," 6851",25,15.1050535714286,13.5507428571429,15.3169957142857,7
"640"," 6860",85,10.92375,5.682025,6.2453375,1
"641"," 6868",12.5,21.338125,16.987125,13.7143125,2
"642"," 6869",22,18.9363777777778,22.0320561111111,21.2433363888889,9
"643"," 6910",0.5,13.96028125,18.34744625,24.7176075,4
"644"," 6918",8.25,31.8240625,16.62034375,15.693203125,4
"645"," 69271",26.2352941176471,12.2985308823529,11.7532461764706,11.8891989705882,17
"646"," 69272",58.5,13.17175,14.13935,12.78655625,2
"647"," 69276",31,10.78096875,12.133025,13.28775625,4
"648"," 69289",23,15.08,7.493775,7.0113375,1
"649"," 6929",22.3214285714286,13.0583584821429,14.913205625,15.5908734375,28
"650"," 6930",38.7272727272727,17.8748977272727,13.6054081818182,14.5500029545455,11
"651"," 6931",14.6666666666667,6.00054166666667,8.58448333333333,9.98382583333333,3
"652"," 6951",55,12.0775,11.46755,8.8410375,1
"653"," 69589",60,30.7875,18.74175,23.2185,1
"654"," 6959",45.6,18.6315,12.2136795,11.48073225,5
"655"," 6963",38,11.5684583333333,13.9926083333333,14.9193875,3
"656"," 6981",28,25.5686666666667,18.5807133333333,15.1346691666667,6
"657"," 6989",39.85,15.822594375,15.205423125,13.613463125,20
"658"," 700",19.6666666666667,15.8869166666667,19.2696333333333,17.2684208333333,6
"659"," 7018",82,11.98,11.746075,12.6397875,1
"660"," 7019",42,2.53875,12.3295,14.2355,1
"661"," 7028",28,0.900125,6.893925,6.728925,1
"662"," 7030",26.76,16.189591,16.5533601,16.345416425,50
"663"," 7038",38,10.69875,13.550825,14.5621625,1
"664"," 70400",33,12.075,17.1225,14.454125,1
"665"," 7048",31.8,28.47179375,20.06942125,17.714541875,10
"666"," 70583",22.5,22.69375,13.0386,11.3631125,2
"667"," 7062",38.6153846153846,13.3462596153846,13.5879519230769,12.7210115384615,13
"668"," 70700",81,11.87125,14.16081,18.236655,1
"669"," 70703",40.5,19.14875,20.5545375,19.40626875,2
"670"," 70709",34,43.9375,44.43,33.63575,1
"671"," 70710",68.5,13.6175,18.6551125,21.177293125,2
"672"," 7078",77,16.7,15.45351,10.06978,1
"673"," 7080",28.5833333333333,12.229015625,13.081440625,13.3282623958333,12
"674"," 7088",20,9.20458333333333,12.1556333333333,12.7519958333333,3
"675"," 7089",24.7543859649123,17.3130470394737,16.2683574342105,15.4706825109649,114
"676"," 7094",26.4444444444444,11.9963055555556,11.8158888888889,13.1083641666667,27
"677"," 7098",33.25,14.852109375,17.5294921875,15.56847046875,8
"678"," 7099",36.9230769230769,14.9978307692308,14.0333276923077,14.2922551923077,13
"679"," 7140",51,9.74625,13.026,12.0814075,1
"680"," 7149",78,26.8625,14.767075,13.9984125,1
"681"," 71516",55,4.6125,9.4068375,13.35091875,1
"682"," 71591",74,9.175,9.312975,11.0573,1
"683"," 71593",86,12.60625,11.334075,13.2426625,1
"684"," 71594",69.5,10.516875,12.1671875,11.58693125,2
"685"," 71596",66.25,18.4648296875,17.3003390625,15.397338125,8
"686"," 71598",58,0.9129375,13.8588375,15.68879375,1
"687"," 7169",22,11.7025,11.773225,14.2618625,1
"688"," 71690",38,11.7575,13.22975,14.842625,1
"689"," 71693",41,9.88625,16.36225,23.943625,1
"690"," 71694",66,7.6494375,9.6341375,11.88674375,2
"691"," 71696",37.75,10.5689375,13.2204125,12.04361875,4
"692"," 71699",56,11.431875,11.348125,15.56255625,2
"693"," 7179",30,16.920775,13.76632,17.391965,5
"694"," 71831",21,5.408875,13.302275,11.7736425,1
"695"," 71846",19,32.4,16.615,15.0663625,1
"696"," 71881",27,13.280625,13.734375,14.23471875,2
"697"," 71886",61,5.6881625,9.94292,11.85096,2
"698"," 71899",1,44.275,18.38975,14.78,1
"699"," 71901",23,5.9175,24.35025,35.747625,1
"700"," 71902",11,4.25875,4.5185875,12.03741875,1
"701"," 71906",38.7727272727273,8.76338977272727,14.8711256818182,15.3989190909091,22
"702"," 71907",30.4166666666667,11.9247,13.1749525,12.33027375,12
"703"," 71908",59,3.23625,6.1381,10.6898,1
"704"," 71909",66,8.825,9.5525,10.834375,1
"705"," 71929",4,12.0375,13.45675,12.770625,1
"706"," 7194",64,4.46925,7.8881,13.322425,1
"707"," 71940",33.4285714285714,6.61243928571429,13.5521771428571,15.2178346428571,7
"708"," 71941",42,16.6756258653846,15.9733337307692,16.2875961730769,130
"709"," 71942",33.9230769230769,24.9856730769231,20.1926326923077,16.9850985576923,13
"710"," 71943",28.5,13.7074322916667,15.2027725,13.8623147916667,24
"711"," 71944",46.6666666666667,20.425,12.8342666666667,11.8750833333333,3
"712"," 71945",41.7021276595745,19.5604468085106,16.7611565957447,15.8954298670213,47
"713"," 71946",41.6578947368421,17.9749684210526,16.0051887280702,16.8562388815789,114
"714"," 71947",32.0285714285714,15.0110789285714,14.3126855714286,13.26476425,35
"715"," 71949",48,11.9035,13.157608,15.4674565,5
"716"," 71954",49,8.3025,12.2928,8.9231625,1
"717"," 71958",35,14.2375,9.96945,11.7271,1
"718"," 71962",11,13.24,19.218125,11.837075,1
"719"," 7197",4.71428571428571,20.7361428571429,17.527109047619,19.18395,21
"720"," 7202",56.8571428571429,17.10375,17.4294607142857,14.3855819642857,7
"721"," 7210",57.5,21.59375,14.78225,11.884875,2
"722"," 7220",45,6.0425,10.3477,11.08365,2
"723"," 72210",46.6666666666667,3.10825,9.02454166666667,10.2894125,3
"724"," 72252",47,11.98625,15.2415,23.1875,1
"725"," 72291",51.25,27.9975,14.77283125,13.390734375,4
"726"," 72293",49.6315789473684,11.5246315789474,12.9155157894737,14.3881905263158,19
"727"," 7231",38.2116788321168,15.7893800182482,15.0971293248175,14.7975548813869,137
"728"," 7234",39.6666666666667,16.1095833333333,21.52335,18.0088333333333,3
"729"," 7235",31.4210526315789,17.4245578947368,17.5557097368421,16.5636683552632,19
"730"," 7241",21.5,14.675,11.3596375,13.02463125,2
"731"," 7242",42.7080459770115,15.3636221551724,15.2968017068966,15.4194776005747,435
"732"," 7243",50.1724137931034,16.6306918103448,18.7684564655172,17.4027309482759,29
"733"," 7245",37.3351351351351,15.1278585135135,15.2022459189189,15.362714027027,185
"734"," 7246",40,0.298125,4.665225,7.7446125,1
"735"," 72479",22,41.1625,49.9975,39.7705,1
"736"," 7248",27.8333333333333,18.3878958333333,33.3718291666667,34.2297479166667,6
"737"," 7249",21,44.275,18.38975,14.78,1
"738"," 7260",46.8461538461538,14.4732115384615,18.9553492307692,18.8233178846154,13
"739"," 72610",47.6428571428571,11.4803482142857,14.1293107142857,14.0142369642857,14
"740"," 72611",48.675,12.631059375,13.233317875,14.24050115625,40
"741"," 72612",33,11.61125,9.251,8.76072375,1
"742"," 72619",47,4.6075,4.68605,5.574375,1
"743"," 72632",30.6666666666667,24.9775416666667,24.3058333333333,23.5403458333333,3
"744"," 72633",55,11.065515,15.4441705,15.31499275,5
"745"," 7264",69,15.67,11.596375,18.3353125,1
"746"," 7265",48,12.1498214285714,13.8295353571429,15.8642266071429,7
"747"," 72660",49.1666666666667,16.1510416666667,18.9461708333333,15.86334375,6
"748"," 72664",45.3333333333333,7.29541666666667,10.0507333333333,16.5685333333333,3
"749"," 72665",31,26.0375,17.295,14.29275,1
"750"," 72669",50,12.07625,15.4725,13.7439125,1
"751"," 72670",51,15.4625,8.41165,9.1129625,1
"752"," 72671",35.5833333333333,18.3713645833333,25.0672895833333,22.7963302083333,12
"753"," 72672",27,7.3975,14.889825,9.777525,1
"754"," 72679",18,27.825,11.6035,12.407875,1
"755"," 72690",38,12.55,28.91,23.649875,1
"756"," 72700",3,26.8625,14.767075,13.9984125,1
"757"," 72703",76,19.8125,12.97775,12.128,1
"758"," 72704",38.5,10.37296875,12.65180625,13.9539378125,8
"759"," 72705",38.04,16.53101,14.5217295,14.6547655,25
"760"," 72706",39.875,24.93478125,21.397490625,19.0458359375,8
"761"," 72709",26.3571428571429,12.5591607142857,14.2646044642857,14.2836950892857,14
"762"," 7273",41,42.6625,16.86875,30.066625,1
"763"," 72741",25.6666666666667,14.5254166666667,8.84560833333334,8.846505,3
"764"," 72743",34.5,12.511375,14.4503375,16.34545,2
"765"," 72751",61,12.0775,11.46755,8.8410375,1
"766"," 72767",52,19.3125,12.59225,9.71895,1
"767"," 72782",51,14.626875,12.809,14.44971875,2
"768"," 72871",42.1111111111111,11.1528611111111,11.7817138888889,10.9157765277778,9
"769"," 72885",33.9444444444444,14.5659861111111,17.3491033333333,15.6196713194444,18
"770"," 7289",20,44.275,18.38975,14.78,1
"771"," 7291",41.2758620689655,16.9039849137931,16.6525679310345,15.8761839439655,58
"772"," 72930",30,10.69875,13.550825,14.5621625,1
"773"," 72939",37,24.797,15.9620125,12.6305125,2
"774"," 7295",39.8318318318318,15.0752876126126,15.0864170645646,14.9449764264264,333
"775"," 72981",47.7241379310345,13.0356122844828,14.2153086206897,14.4314265517241,116
"776"," 72982",46.5,4.789375,7.07715,10.9153625,2
"777"," 73027",82,20.9375,16.1415,13.3253125,1
"778"," 73028",7,12.075,17.1225,14.454125,1
"779"," 73029",18,17.1225,12.0845,13.3013125,1
"780"," 73312",50,18.1875,30.2345,20.383875,1
"781"," 7336",31.6428571428571,15.2994642857143,11.4740080357143,12.6719083928571,14
"782"," 73390",59.5,8.388125,11.149475,12.9813,2
"783"," 73600",9,7.88625,9.51525,11.5330375,1
"784"," 7361",19,14.65625,13.95375,14.21375,1
"785"," 73629",52,8.77375,12.272915,11.47437,1
"786"," 73679",19,45.7875,47.145,36.991875,1
"787"," 7423",0,11.7575,13.22975,14.842625,1
"788"," 7449",51,12.075,17.1225,14.454125,1
"789"," 7452",0,7.20375,10.4985,16.40425,1
"790"," 7454",12,24.7625,11.30775,8.98475,1
"791"," 74689",1,0.303325,10.393915,10.439745,1
"792"," 7469",1.33333333333333,6.28708333333333,9.97591666666667,12.8790958333333,3
"793"," 7513",0,9.74625,13.026,12.0814075,1
"794"," 75430",75,10.08125,11.263975,11.6303625,1
"795"," 7597",28.5,14.423875,17.46285,17.95210625,2
"796"," 75989",20,12.482,22.2774833333333,18.6849916666667,3
"797"," 762",20.5,20.43125,36.0325,32.3924375,2
"798"," 76719",0,0.900125,6.893925,6.728925,1
"799"," 77081",0,19.8,10.1275,9.601275,1
"800"," 77083",1,5.11,7.85325,23.743,1
"801"," 77089",0,12.744375,15.244375,19.2752166666667,3
"802"," 7714",0,5.055,6.455675,7.2982875,1
"803"," 7731",0,13.27625,16.4555,14.523875,1
"804"," 7746",0,15.7482788461538,14.4857127884615,14.0993607211538,26
"805"," 7755",0,0.9129375,13.8588375,15.68879375,1
"806"," 7786",0,14.735,8.260125,9.09135,1
"807"," 7788",0,5.11,7.85325,23.743,1
"808"," 7793",0,48.75,16.1397166666667,16.836025,3
"809"," 780",7,123.6375,34.117,33.6874875,1
"810"," 78002",29.75,11.607,11.37565,12.654734375,4
"811"," 78009",41.1134020618557,18.3808878865979,17.8306147164948,16.9919493427835,97
"812"," 7801",25,13.35625,15.7245166666667,11.6547225,3
"813"," 7802",42.1672727272727,15.7431713181818,15.5249521090909,15.6672660363636,275
"814"," 78031",2.05,16.32311875,13.61004525,14.3401308125,20
"815"," 78032",10.25,10.086375,12.80295,14.300190625,4
"816"," 78039",22.6455696202532,13.2797642405063,14.1367801582279,14.6668860601266,79
"817"," 7804",45.1025641025641,15.6792772222222,16.0268143675214,15.8678820128205,585
"818"," 78052",47.8,21.124875,16.39601,16.837761125,10
"819"," 78059",45,12.06,14.69405,15.746825,1
"820"," 7806",14.552598622417,15.0637093065122,14.5756638400125,14.4038237879618,3194
"821"," 78060",12.9047619047619,7.39917261904762,9.98035642857143,10.6165501190476,21
"822"," 78061",16.5,2.8931875,9.5213875,14.60461875,2
"823"," 7807",2.33333333333333,13.4087125,18.4462841666667,16.9764879166667,3
"824"," 78079",45.4351145038168,14.2727332538168,14.6041580438931,14.8538119608779,262
"825"," 7808",59.1304347826087,20.4502831521739,17.5299725,16.126062826087,23
"826"," 7809",32,24.175,12.3851375,13.81138125,2
"827"," 78092",0.142857142857143,9.30006785714286,14.9930853571429,14.2162127678571,14
"828"," 78093",70,4.9,5.08225,7.518125,1
"829"," 78095",4,14.828125,7.10415,8.188425,1
"830"," 78096",29.6470588235294,13.3500441176471,12.7831042647059,14.4922146323529,17
"831"," 78097",83,7.59,11.27825,20.032875,1
"832"," 78099",42.0952380952381,12.9316369047619,15.5154258333333,16.7939781547619,21
"833"," 7810",39.1111111111111,12.2161416666667,17.1830961111111,18.3569827777778,9
"834"," 7812",71.1666666666667,19.3719479166667,17.1056254166667,14.5734479166667,6
"835"," 7813",0,37.425,16.7996,16.45875,1
"836"," 7817",34.5714285714286,18.989,19.9826,16.8427419642857,7
"837"," 78194",55.6666666666667,11.4076333333333,12.5914016666667,11.5299758333333,3
"838"," 782",31,9.4425,9.6538,9.240525,1
"839"," 7820",42.4728260869565,15.049847486413,14.4727839402174,14.4251271807065,184
"840"," 7821",21.962962962963,16.4273398662551,15.7229245164609,15.6486759465021,243
"841"," 7822",52.6666666666667,15.3204166666667,14.04275,13.2652,3
"842"," 7823",55.7368421052632,15.3089467105263,16.0192072368421,16.6631869078947,19
"843"," 7824",30.2,5.0328,7.53885,11.454488,5
"844"," 7825",0.75,7.739375,10.0455125,15.0370715625,4
"845"," 78261",29.5,4.896875,14.9990125,13.481840625,2
"846"," 78262",41,9.374375,14.873,16.51314,2
"847"," 7827",35,23.7283541666667,15.5707375,14.9008625,6
"848"," 7830",34.75,13.25625,22.88105625,21.58973625,4
"849"," 78340",4,8.3175,6.9179475,7.20586125,1
"850"," 7835",33,9.89125,27.7855,20.09015625,2
"851"," 7840",35.0328697850822,16.4023639064475,16.0658632996207,15.7370769279393,791
"852"," 7841",26.6363636363636,9.21421590909091,13.2978795454545,14.1571852272727,11
"853"," 7842",31.241935483871,15.9793036290323,14.976404516129,15.5018810080645,62
"854"," 7843",75,16.1275,9.229,14.93825,1
"855"," 78449",31,12.6120833333333,10.1162083333333,9.20776041666667,3
"856"," 7845",65.875,11.36515625,11.733530625,13.44730109375,8
"857"," 7847",41.6193548387097,16.2875955645161,15.535821,15.475566483871,155
"858"," 7849",76,23.3375,14.6865,12.5661125,1
"859"," 78491",33.3,19.172,17.072103,16.70574275,10
"860"," 78499",32.7777777777778,11.8779708333333,11.3887830555556,12.4266720833333,9
"861"," 785",61,12.9375,11.78575,10.8699,1
"862"," 7850",38.7272727272727,18.1135681818182,18.4095259090909,15.7510972727273,11
"863"," 7851",40.628701594533,16.5873112186788,15.9636092084282,15.5405768052392,439
"864"," 7854",81,6.268875,5.616775,9.65430625,1
"865"," 78552",67,17.1225,12.0845,13.3013125,1
"866"," 7856",30,16.2057583333333,19.6254083333333,16.96102725,15
"867"," 786",17,7.945,9.619275,8.6868625,1
"868"," 7860",1,123.6375,34.117,33.6874875,1
"869"," 78601",25.6428571428571,13.6528303571429,15.0472983928571,14.3279833928571,28
"870"," 78605",36.8813559322034,16.6152503531073,16.2712454237288,15.982792309322,177
"871"," 78606",19,10.7379375,21.5558583333333,19.2560083333333,6
"872"," 78607",25.8181818181818,13.1339772727273,16.6347034090909,14.9751919318182,11
"873"," 78609",41.0428893905192,16.7217191591422,16.0205858747178,15.9285369525959,443
"874"," 7861",8,10.0797916666667,12.4455783333333,9.88334083333333,3
