"","ICD9CM.1","Age","pm2p5","pm2p5_5","pm2p5_10","n"
"1294"," 95911",40.4647887323944,16.1384355633803,15.9482726584507,16.0573464260563,142
"1295"," 95912",29.1428571428571,16.7436607142857,20.5062471428571,19.1533632142857,14
"1296"," 95914",15.3333333333333,13.6218416666667,15.3581025,13.7651705833333,15
"1297"," 95919",35.6134969325153,16.6992852760736,16.4763336809816,15.6715520628834,163
"1298"," 9592",31.9640718562874,14.9071230538922,15.2116766317365,15.3229127020958,167
"1299"," 9593",25.0109589041096,15.0243585273973,14.7645701575342,14.8472113253425,365
"1300"," 9594",25.2081218274112,15.7293104695431,15.892981751269,15.5637250824873,197
"1301"," 9595",22.0830188679245,17.943358254717,17.2611737169811,16.9188846367925,265
"1302"," 9596",44.2881355932203,13.6790330508475,14.5016799152542,14.6841728813559,59
"1303"," 9597",29.0410141685309,15.1192908743475,15.9710684563758,15.7668781832588,1341
"1304"," 9598",35.2259615384615,15.5707817708333,15.2888422395833,15.5524337880609,624
"1305"," 9599",30,10.33625,17.72536875,15.63793125,4
"1306"," 9620",55.5,38.58125,29.619625,24.4888125,2
"1307"," 9623",9,25.8625,17.441625,18.27190625,2
"1308"," 9628",9,11.7475,12.227375,18.5753125,1
"1309"," 9630",16,8.5475,12.503075,15.2529125,1
"1310"," 9631",41,11.1675,19.007,17.00203,1
"1311"," 9635",6.8,12.7015,12.328265,11.3551035,5
"1312"," 9640",47,1.5875,9.2727,11.38405,1
"1313"," 9651",2.5,13.30375,15.806875,19.339875,2
"1314"," 9654",17.3888888888889,16.3084722222222,13.2194316666667,13.1154425,18
"1315"," 96561",20,6.06625,10.329025,10.216325,1
"1316"," 96569",9.5,13.001875,6.5879,6.6283375,2
"1317"," 9659",11.5,30.52165625,19.89239375,22.32211875,4
"1318"," 9661",28,16.7,15.45351,10.06978,1
"1319"," 9663",36,15.28625,14.8621,13.27875,1
"1320"," 9679",57,12.6275,11.99675,11.550525,1
"1321"," 9690",35.4545454545455,13.2097380681818,12.5826182954545,12.9126942045455,22
"1322"," 9693",2,2.53875,12.3295,14.2355,1
"1323"," 9694",39.75,23.9044375,22.1551625,20.20948125,4
"1324"," 9696",28,8.6675,7.7138225,8.31223625,1
"1325"," 9713",49,29.725,16.00925,15.329125,1
"1326"," 9725",11,16.825,11.401525,13.4275175,1
"1327"," 9726",29.5,7.4800375,10.4581325,12.02356625,2
"1328"," 9729",6,9.17875,12.68575,9.6126775,1
"1329"," 9731",19,15.27625,14.518125,14.0253125,1
"1330"," 9741",15,10.46125,9.95405,8.5591125,1
"1331"," 9747",3,12.21375,11.727,28.34225,1
"1332"," 9753",48.5,32.1605625,26.6272375,27.44061875,2
"1333"," 9760",23.5,34.384625,29.3105625,22.31715625,2
"1334"," 9779",27.2727272727273,22.0770568181818,16.9859613636364,17.8485988636364,11
"1335"," 9799",72,25.6625,14.35081,19.120405,1
"1336"," 9839",24.25,14.9778125,13.1686725,11.610345625,4
"1337"," 986",41.5,7.0853125,20.0196875,15.55815625,2
"1338"," 9872",23,8.485,11.3135,17.5485,2
"1339"," 9876",44,16.5365625,12.44570625,12.8530671875,4
"1340"," 9878",42,18.4651375,10.9223666666667,10.6084052083333,6
"1341"," 9879",24.25,33.98128125,19.5817875,16.546603125,4
"1342"," 9882",2,6.664875,8.67475,10.4510625,1
"1343"," 9892",3,6.3425,8.0162,11.140925,1
"1344"," 9894",35,14.845625,29.7073625,32.34868125,2
"1345"," 9895",35.92,14.47785,14.47005,14.291767,25
"1346"," 9896",22.125,16.3485625,14.721296875,15.3924221875,8
"1347"," 9897",31,11.675,15.20825,10.8136625,1
"1348"," 98989",32.3333333333333,11.2308333333333,10.6041166666667,9.3655625,3
"1349"," 9899",34,19.4625,13.03501,9.11678,1
"1350"," 990",37.5,21.09375,16.43375,14.8257025,2
"1351"," 9916",1,19.4125,15.978325,15.4304125,1
"1352"," 9930",30.5,16.8878125,16.08368125,21.57324375,4
"1353"," 9932",26,18.711875,21.5874125,16.99433125,2
"1354"," 9941",26,7.88625,9.51525,11.5330375,2
"1355"," 9946",68,8.549125,12.015325,14.1937875,1
"1356"," 9948",41,8.52666666666667,10.6713,13.30495,3
"1357"," 9950",48.25,10.1989375,10.8838625,11.9214875,4
"1358"," 9951",41.4285714285714,9.57149107142857,15.8749146428571,14.6934625892857,14
"1359"," 99520",32.3333333333333,18.9888583333333,16.5070126666667,16.0101668333333,15
"1360"," 99527",47.4545454545455,15.0197727272727,18.2383136363636,17.1874646590909,11
"1361"," 99529",34.4210526315789,11.7199171052632,20.1203089473684,18.4694911842105,19
"1362"," 9953",32.8660436137072,15.2449216121495,15.078369805296,15.1651659423676,321
"1363"," 9955",3,4.6075,4.68605,5.574375,1
"1364"," 99591",80,11.6225,12.3032675,15.09724625,2
"1365"," 9961",60.6666666666667,8.937125,9.47559166666667,9.97835,3
"1366"," 99631",70,13.3875,10.674075,13.0732875,1
"1367"," 99643",73,14.56875,13.20475,13.1464125,1
"1368"," 99649",10,2.53875,12.3295,14.2355,1
"1369"," 99653",25,7.59,11.27825,20.032875,1
"1370"," 99659",56.76,14.251998,13.8493705,15.8823462,25
"1371"," 99662",5.75,12.3483541666667,12.35762125,16.10936625,12
"1372"," 99663",17,8.3175,6.9179475,7.20586125,1
"1373"," 99673",53,15.4375,9.9133,8.4036125,1
"1374"," 99674",41,17.1,13.804925,13.329325,2
"1375"," 99676",60.6666666666667,17.8114583333333,17.4576166666667,15.3114916666667,3
"1376"," 99679",61,16.1275,9.229,14.93825,1
"1377"," 9981",33,12.7025,14.488225,14.364565,2
"1378"," 99811",44.1323529411765,15.22553125,15.2697808823529,16.0619748897059,68
"1379"," 99812",40.2,17.75385,15.34364,13.2396725,5
"1380"," 99813",47,12.71375,11.133215625,11.9985265625,4
"1381"," 99831",34,4.6075,4.68605,5.574375,1
"1382"," 99832",36.8333333333333,19.3526041666667,19.71441375,15.7321610416667,6
"1383"," 9984",19,8.41375,5.8472,9.4366,1
"1384"," 99851",47,42.6625,16.86875,30.066625,1
"1385"," 99859",44.92,14.8797175,14.38780495,14.21206995,50
"1386"," 99883",41,14.9655,13.9567065,13.66229325,5
"1387"," 99889",34.3333333333333,5.22847916666667,12.3982458333333,12.41004375,3
"1388"," 9989",56,4.158625,9.139475,26.6768625,1
"1389"," 9992",46,29.75,28.606,23.559625,1
"1390"," 9993",35.5,15.685625,16.002875,16.777025,2
"1391"," 9998",5,25.0875,34.555,38.30625,1
"1392"," 9999",33.75,7.21015625,14.804135,16.432908125,4
"1393"," V0179",38.5,12.085625,10.3537625,9.898075,2
"1394"," V037",81,32.0625,15.71938,16.3868275,2
"1395"," V0739",18,9.6759375,12.8196,13.5791125,2
"1396"," V078",5,10.4525,14.8825,17.03715,1
"1397"," V079",7,20.9775,13.21225,28.663625,1
"1398"," V1241",20,4.6075,4.68605,5.574375,1
"1399"," V1254",72,23.256875,14.3946625,21.19330125,2
"1400"," V135",6,6.02875,7.05405,6.817,1
"1401"," V1501",10,19.8125,12.97775,12.128,1
"1402"," V1502",3,5.38875,8.39425,9.236,1
"1403"," V202",0,5.78375,10.234,15.641625,1
"1404"," V221",31,8.8975,24.04425,21.2185,1
"1405"," V222",30,11.4028571428571,8.14398607142857,9.96895982142857,7
"1406"," V242",29,8.18125,15.195,12.66125,1
"1407"," V2621",27,16.7,15.45351,10.06978,1
"1408"," V298",0,7.16625,43.1135,29.959625,1
"1409"," V299",0,51.125,33.19325,22.2286125,1
"1410"," V409",27,14.2654166666667,13.98825,12.3402416666667,3
"1411"," V420",43,5.964375,14.965125,14.0849375,1
"1412"," V433",66,30.15,19.41075,16.88078,1
"1413"," V4364",71.3333333333333,5.66375,19.6988,17.3576166666667,3
"1414"," V4365",62,0.404875,9.941475,11.1440875,1
"1415"," V443",74,4.49775,15.7339,17.4760125,1
"1416"," V451",81.6666666666667,10.7108333333333,19.9142833333333,15.9854625,3
"1417"," V4569",33,0.9129375,13.8588375,15.68879375,1
"1418"," V4581",74.6666666666667,17.345,19.90346,20.3258216666667,3
"1419"," V4582",40,11.221875,17.52185,14.3792375,2
"1420"," V4584",30.5,13.966875,12.784625,13.90534375,2
"1421"," V4586",44,15.9704166666667,15.9994166666667,12.71455,3
"1422"," V4589",38.5,23.92,13.9896625,21.33101875,2
"1423"," V4962",8,9.3475,9.01225,8.18309875,1
"1424"," V500",30,22.0875,19.55625,16.255875,1
"1425"," V531",50,22.3525,27.69525,16.800175,1
"1426"," V536",53.6666666666667,22.87375,21.49815,21.0944083333333,3
"1427"," V537",34.8928571428571,19.176475,17.8974789285714,18.0213308482143,28
"1428"," V5411",32,4.95027083333333,11.4228041666667,13.0395270833333,3
"1429"," V5412",20,16.493525,15.1264225,15.4616525,5
"1430"," V5416",54.25,12.28090625,17.93063125,19.6832375,4
"1431"," V5489",16.5,13.6231875,9.4145125,19.158965625,2
"1432"," V550",55.4285714285714,11.2245178571429,19.1171107142857,21.4990446428571,7
"1433"," V551",93,72.625,31.525,21.11125,1
"1434"," V552",60,19.07625,16.4075,12.7953125,1
"1435"," V554",80,5.46,15.5735,15.4544,1
"1436"," V561",51,1.826,6.57995,18.407225,1
"1437"," V5811",7,6.795,9.8033,8.0591625,1
"1438"," V582",13,52.7625,27.5045,19.0015,1
"1439"," V5830",48.8333333333333,17.573125,11.9092,13.4881591666667,6
"1440"," V5831",34.0714285714286,11.7534598214286,10.6346196428571,13.0133479464286,14
"1441"," V5832",25.3,18.34775,18.300636,18.453720375,10
"1442"," V5862",8.03603603603604,16.2568147522523,14.1620362612613,14.889507286036,111
"1443"," V5864",25,13.2375,17.302425,15.75575,2
"1444"," V5877",82,10.1875,9.2842,10.80685,1
"1445"," V5881",78,13.46625,6.45326,6.33338,1
"1446"," V5882",66,15.7875,21.7113166666667,18.0593416666667,3
"1447"," V5901",36,9.3125,38.94075,27.777875,1
"1448"," V6284",29,28.851875,16.044075,17.84801625,2
"1449"," V642",14.5,10.817875,12.4106075,12.605845,2
"1450"," V6544",36,10.69875,13.550825,14.5621625,1
"1451"," V6545",19,14.2375,9.96945,11.7271,1
"1452"," V662",68.5,8.616625,7.3942175,7.57153375,2
"1453"," V6709",2,23.3375,14.6865,12.5661125,1
"1454"," V672",61,19.4125,15.978325,15.4304125,1
"1455"," V674",38.3333333333333,24.0293055555556,21.1753291666667,18.3290381944444,9
"1456"," V6759",85,15.4375,9.9133,8.4036125,1
"1457"," V694",19,3.245,4.692355,7.191815,1
"1458"," V704",27.5,16.3075,20.492875,20.7549375,2
"1459"," V713",41,19.2265,16.832025,17.2937175,5
"1460"," V714",24.8333333333333,17.99225,22.5445041666667,20.56310625,6
"1461"," V7189",22.375,13.9471747395833,14.0452624479167,13.3794951822917,48
"1462"," V719",42.8,29.64725,15.593036,12.5643705,5
"1463"," V720",8,7.075,9.63775,9.551875,1
"1464"," V7240",31,12.535,14.21875,14.2025375,1
"1465"," V725",20,60.1625,44.115,28.204375,1
"1466"," V726",16.1007751937984,16.843711627907,14.9928414922481,14.7354043410853,129
"1467","E8798",58,7.16625,43.1135,29.959625,1
"1468","E8889",58.5,16.2653125,11.63073,12.94309625,2
"1469","E9053",79,24.35,19.1918,18.4282,1
"1470","E915",0,5.08875,39.49375,24.863875,1
"1471","E9179",14,20.1875,15.64656,18.032905,1
"1472","E9208",5,5.055,6.455675,7.2982875,1
"1473","E9209",14,44.6625,18.40375,23.656875,1
"1474","E9283",84,6.58375,8.29075,9.102025,1
"1475","E9289",20,10.92375,5.682025,6.2453375,1
"1476","E9538",37,3.76125,14.93375,17.416405,1
"1477","E9600",22,11.87125,14.16081,18.236655,1
"1478","E9687",22,5.475,14.58675,21.045625,1
"1479","M80103",15,14.79,6.8082,17.904975,1
"1480","M80703",67,14.735,8.260125,9.09135,1
"1481","M81403",68,13.7683333333333,14.3512833333333,17.3810375,3
"1482","M81703",80,42.3875,18.51325,16.33703,1
"1483","M85003",32.5,5.2430625,10.602725,11.387225,2
"1484","M87200",22,5.08875,39.49375,24.863875,1
"1485","M90840",18,53.55,24.9845,18.3788625,1
"1486","M91803",18,8.825,9.5525,10.834375,1
"1487","M92603",11,12.593125,14.924375,14.74320625,2
"1488","M93803",14,11.675,15.20825,10.8136625,1
"1489","M94403",9.4,13.898,14.481175,14.4156425,5
"1490","M95003",7.5,11.97375,14.0055,10.2280525,2
"1491","M95103",1,9.315,12.806125,10.535815,2
"1492","M96503",18,10.69875,13.550825,14.5621625,1
"1493","M98213",10.8461538461538,12.9038653846154,13.8182802884615,13.3199376923077,26
"1494","M98613",28.5,22.043125,21.1232375,23.110480625,2
